text,sentiment,problem_type
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Na razie bez zastrzeżeń.",pozytywna,jakość
"Dostawa opóźniona o 10 dni i nikt nie poinformował.",negatywna,dostawa
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. To nie powinno tak wyglądać.",negatywna,cena
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko. Kupione na prezent i się sprawdziło.",pozytywna,opakowanie
"Dostawa dotarła w 5 dni, czyli standardowo.",neutralna,dostawa
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. W sumie okej.",neutralna,dostawa
"Cena OK, choć liczyłem na większą promocję. Zobaczymy jak będzie dalej.",neutralna,cena
"Paczka przyszła w idealnym stanie, opakowanie na prezent.",pozytywna,opakowanie
"Paczka przyszła w idealnym stanie, opakowanie na prezent. Na razie bez zastrzeżeń.",pozytywna,opakowanie
"Jakość zgodna z ceną, bez zaskoczeń. Ogólnie jest w porządku.",neutralna,jakość
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Dostawa dotarła w 7 dni, czyli standardowo.",neutralna,dostawa
"Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości. Kontakt ze sklepem utrudniony.",negatywna,opakowanie
"Jakość jest rewelacyjna, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Zaskoczyła mnie solidna jakość w tej cenie.",pozytywna,jakość
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 10 dniach.",negatywna,dostawa
"Produkt w porządku, nic wyjątkowego, ale spełnia swoje zadanie. Zobaczymy jak będzie dalej.",neutralna,jakość
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Produkt OK, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Wykonanie standardowe, bez większych minusów i plusów.",neutralna,jakość
"Dostawa była błyskawiczna, paczka dotarła w 4 dni.",pozytywna,dostawa
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Dostawa opóźniona o 2 dni i nikt nie poinformował.",negatywna,dostawa
"Zaskoczyła mnie rewelacyjna jakość w tej cenie.",pozytywna,jakość
"Produkt standardowa, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Jakość jest zaskakująco dobra, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 10 dni.",pozytywna,dostawa
"Dostawa opóźniona o 14 dni i nikt nie poinformował.",negatywna,dostawa
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Zaskoczyła mnie zaskakująco dobra jakość w tej cenie. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Zaskoczyła mnie zaskakująco dobra jakość w tej cenie. Na razie bez zastrzeżeń.",pozytywna,jakość
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne.",negatywna,opakowanie
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Wykonanie standardowe, bez większych minusów i plusów. W sumie okej.",neutralna,jakość
"Cena OK, choć liczyłem na większą promocję. Zobaczymy jak będzie dalej.",neutralna,cena
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Za 20€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Kupione na prezent i się sprawdziło.",pozytywna,cena
"Za 5€ to rewelacja, spodziewałem się gorszej jakości. Obsługa klienta też na plus.",pozytywna,cena
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Bardzo korzystna cena (marka), na pewno kupię ponownie. Kupione na prezent i się sprawdziło.",pozytywna,cena
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 5 dniach.",negatywna,dostawa
"Bardzo korzystna cena, na pewno kupię ponownie.",pozytywna,cena
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Za 80€ to rewelacja, spodziewałem się gorszej jakości. Wszystko zgodnie z opisem.",pozytywna,cena
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Zobaczymy jak będzie dalej.",neutralna,dostawa
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Dostawa dotarła w 10 dni, czyli standardowo.",neutralna,dostawa
"Zapakowane standardowo, bez szału, ale wystarczająco. Zobaczymy jak będzie dalej.",neutralna,opakowanie
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Produkt przyszedł z wadą, wygląda na fatalna kontrolę jakości.",negatywna,jakość
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Zbyt drogo w porównaniu do konkurencji, nie warto. Kontakt ze sklepem utrudniony.",negatywna,cena
"Jakość zgodna z opisem, do codziennego użytku wystarczy.",neutralna,jakość
"Za 10€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Dostawa była błyskawiczna, paczka dotarła w 14 dni.",pozytywna,dostawa
"Jakość jest krucha, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Wykonanie standardowe, bez większych minusów i plusów.",neutralna,jakość
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 14 dniach.",negatywna,dostawa
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 7 dni.",pozytywna,dostawa
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Jakość przeciętna, do codziennego użytku wystarczy. Zobaczymy jak będzie dalej.",neutralna,jakość
"Wykonanie standardowe, bez większych minusów i plusów.",neutralna,jakość
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Jakość jest zaskakująco dobra, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Produkt standardowa, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Jakość OK, do codziennego użytku wystarczy.",neutralna,jakość
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Świetnie zapakowane (producent) — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Zaskoczyła mnie świetna jakość w tej cenie.",pozytywna,jakość
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne.",negatywna,opakowanie
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"Bardzo korzystna cena, na pewno kupię ponownie.",pozytywna,cena
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas. Kupione na prezent i się sprawdziło.",pozytywna,dostawa
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. Szkoda pieniędzy.",negatywna,opakowanie
"Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Na razie bez zastrzeżeń.",pozytywna,jakość
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Podnieśli cenę o 10% i już przestało się opłacać.",negatywna,cena
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach.",negatywna,dostawa
"Wykonanie standardowe (producent), bez większych minusów i plusów.",neutralna,jakość
"Zaskoczyła mnie super jakość w tej cenie.",pozytywna,jakość
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Kupione na prezent i się sprawdziło.",pozytywna,cena
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Zabezpieczenia super, zero ryzyka w transporcie. Obsługa klienta też na plus.",pozytywna,opakowanie
"Jakość jest wadliwa, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Za 60€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Cena za wysoka jak na to, co dostaję. To nie powinno tak wyglądać.",negatywna,cena
"Produkt przyszedł z wadą, wygląda na rozczarowująca kontrolę jakości.",negatywna,jakość
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. Kontakt ze sklepem utrudniony.",negatywna,opakowanie
"Świetnie zapakowane, dodatkowe wypełnienie i porządne pudełko. Wszystko zgodnie z opisem.",pozytywna,opakowanie
"Za 10€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"Produkt bez szału, ale poprawna, nic wyjątkowego, ale spełnia swoje zadanie. Ogólnie jest w porządku.",neutralna,jakość
"Opakowanie było duże i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. To nie powinno tak wyglądać.",negatywna,cena
"Dostawa dotarła w 1 dni, czyli standardowo. W sumie okej.",neutralna,dostawa
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. Musiałem składać reklamację.",negatywna,cena
"Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Szkoda pieniędzy.",negatywna,dostawa
"Zbyt drogo w porównaniu do konkurencji, nie warto. Kontakt ze sklepem utrudniony.",negatywna,cena
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Jakość jest słaba, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Jakość bez szału, ale poprawna, do codziennego użytku wystarczy. Zobaczymy jak będzie dalej.",neutralna,jakość
"Jakość zgodna z opisem, do codziennego użytku wystarczy. W sumie okej.",neutralna,jakość
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Obsługa klienta też na plus.",pozytywna,cena
"Jakość w porządku, do codziennego użytku wystarczy.",neutralna,jakość
"Niestety niedopracowana materiały, spodziewałem się czegoś lepszego.",negatywna,jakość
"Bardzo korzystna cena, na pewno kupię ponownie. Na razie bez zastrzeżeń.",pozytywna,cena
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. Kontakt ze sklepem utrudniony.",negatywna,cena
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Wszystko zgodnie z opisem.",pozytywna,jakość
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Zaskoczyła mnie świetna jakość w tej cenie.",pozytywna,jakość
"Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone. Na razie bez zastrzeżeń.",pozytywna,opakowanie
"Bardzo korzystna cena (producent), na pewno kupię ponownie. Na razie bez zastrzeżeń.",pozytywna,cena
"Zbyt drogo w porównaniu do konkurencji, nie warto. Kontakt ze sklepem utrudniony.",negatywna,cena
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Obsługa klienta też na plus.",pozytywna,dostawa
"Cena standardowa, ani tanio ani drogo. W sumie okej.",neutralna,cena
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Jakość zgodna z opisem, do codziennego użytku wystarczy.",neutralna,jakość
"Dostawa dotarła w 14 dni, czyli standardowo.",neutralna,dostawa
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"W porządku cenowo, ale bez rewelacji. Ogólnie jest w porządku.",neutralna,cena
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Obsługa klienta też na plus.",pozytywna,jakość
"Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem.",neutralna,dostawa
"Wykonanie standardowe, bez większych minusów i plusów.",neutralna,jakość
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"Wykonanie słaba — elementy są źle spasowane.",negatywna,jakość
"Jakość zgodna z ceną, bez zaskoczeń. W sumie okej.",neutralna,jakość
"Jakość jest słaba, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Zabezpieczenia super, zero ryzyka w transporcie. Wszystko zgodnie z opisem.",pozytywna,opakowanie
"Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Cena standardowa, ani tanio ani drogo. Zobaczymy jak będzie dalej.",neutralna,cena
"Zaskoczyła mnie rewelacyjna jakość w tej cenie. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Produkt zgodna z opisem, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Pudełko lekko pogniecione, ale zawartość na szczęście cała. W sumie okej.",neutralna,opakowanie
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Zobaczymy jak będzie dalej.",neutralna,dostawa
"Niestety słaba materiały, spodziewałem się czegoś lepszego.",negatywna,jakość
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje. Nie mam większych uwag.",neutralna,cena
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne.",negatywna,opakowanie
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. W sumie okej.",neutralna,dostawa
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Dostawa dotarła w 14 dni, czyli standardowo. Zobaczymy jak będzie dalej.",neutralna,dostawa
"Cena OK, choć liczyłem na większą promocję. Zobaczymy jak będzie dalej.",neutralna,cena
"Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości.",negatywna,opakowanie
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Obsługa klienta też na plus.",pozytywna,dostawa
"Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. Nie mam większych uwag.",neutralna,opakowanie
"Niestety rozczarowująca materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.",negatywna,jakość
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Dostawa dotarła w 2 dni, czyli standardowo.",neutralna,dostawa
"W tej cenie jest akceptowalnie, ale są też tańsze opcje. W sumie okej.",neutralna,cena
"Zaskoczyła mnie super jakość w tej cenie. Na razie bez zastrzeżeń.",pozytywna,jakość
"Jakość jest rozczarowująca, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Produkt przeciętna, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Dostawa była błyskawiczna, paczka dotarła w 7 dni. Na razie bez zastrzeżeń.",pozytywna,dostawa
"Zabezpieczenia super, zero ryzyka w transporcie. Obsługa klienta też na plus.",pozytywna,opakowanie
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas. Na razie bez zastrzeżeń.",pozytywna,dostawa
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"Zapakowane standardowo, bez szału, ale wystarczająco. W sumie okej.",neutralna,opakowanie
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. To nie powinno tak wyglądać.",negatywna,cena
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super.",pozytywna,cena
"Opakowanie poprawne, nic szczególnego.",neutralna,opakowanie
"Zbyt drogo w porównaniu do konkurencji, nie warto.",negatywna,cena
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Kurier przyjechał zgodnie z zapowiedzią, zero stresu.",pozytywna,dostawa
"Świetna logistyka (marka), dostałem zamówienie wcześniej niż planowano.",pozytywna,dostawa
"Zaskoczyła mnie rewelacyjna jakość w tej cenie.",pozytywna,jakość
"Zapakowane standardowo, bez szału, ale wystarczająco. Ogólnie jest w porządku.",neutralna,opakowanie
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Jakość jest bardzo dobra, produkt wygląda solidnie i działa jak trzeba.",pozytywna,jakość
"Zaskoczyła mnie solidna jakość w tej cenie. Obsługa klienta też na plus.",pozytywna,jakość
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Za 30€ to rewelacja, spodziewałem się gorszej jakości.",pozytywna,cena
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Wszystko zgodnie z opisem.",pozytywna,cena
"Za mało wypełnienia, przez co produkt obijał się w środku. Musiałem składać reklamację.",negatywna,opakowanie
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości. Musiałem składać reklamację.",negatywna,opakowanie
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Produkt bez szału, ale poprawna, nic wyjątkowego, ale spełnia swoje zadanie.",neutralna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Szkoda pieniędzy.",negatywna,dostawa
"Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. Szkoda pieniędzy.",negatywna,opakowanie
"Zabezpieczenia super, zero ryzyka w transporcie. Wszystko zgodnie z opisem.",pozytywna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 5 dni.",pozytywna,dostawa
"W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Kupione na prezent i się sprawdziło.",pozytywna,cena
"Zabezpieczenia super, zero ryzyka w transporcie.",pozytywna,opakowanie
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko.",pozytywna,opakowanie
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Produkt bez szału, ale poprawna, nic wyjątkowego, ale spełnia swoje zadanie. Zobaczymy jak będzie dalej.",neutralna,jakość
"Dostawa dotarła w 1 dni, czyli standardowo.",neutralna,dostawa
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Wykonanie standardowe, bez większych minusów i plusów. W sumie okej.",neutralna,jakość
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień.",negatywna,dostawa
"Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami. Kupione na prezent i się sprawdziło.",pozytywna,jakość
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko. Na razie bez zastrzeżeń.",pozytywna,opakowanie
"Paczka przyszła w idealnym stanie, opakowanie na prezent. Na razie bez zastrzeżeń.",pozytywna,opakowanie
"Cena za wysoka jak na to, co dostaję.",negatywna,cena
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. Szkoda pieniędzy.",negatywna,dostawa
"Opakowanie poprawne, nic szczególnego.",neutralna,opakowanie
"Jakość jest krucha, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Dostawa opóźniona o 3 dni i nikt nie poinformował.",negatywna,dostawa
"Wysyłka w porządku, bez niespodzianek.",neutralna,dostawa
"Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany.",negatywna,cena
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Cena za wysoka jak na to, co dostaję. To nie powinno tak wyglądać.",negatywna,cena
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Zaskoczyła mnie bardzo dobra jakość w tej cenie.",pozytywna,jakość
"Jakość jest krucha, po krótkim czasie pojawiły się problemy.",negatywna,jakość
"Cena OK, choć liczyłem na większą promocję. Nie mam większych uwag.",neutralna,cena
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Cena standardowa, ani tanio ani drogo.",neutralna,cena
"Paczka przyszła w idealnym stanie, opakowanie na prezent.",pozytywna,opakowanie
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Wysyłka szybka i bezproblemowa, wszystko przyszło na czas.",pozytywna,dostawa
"Cena OK, choć liczyłem na większą promocję.",neutralna,cena
"Wykonanie rozczarowująca — elementy są źle spasowane. Szkoda pieniędzy.",negatywna,jakość
"Produkt standardowa, nic wyjątkowego, ale spełnia swoje zadanie. W sumie okej.",neutralna,jakość
"Opakowanie poprawne, nic szczególnego.",neutralna,opakowanie
"Zabezpieczenia super, zero ryzyka w transporcie. Kupione na prezent i się sprawdziło.",pozytywna,opakowanie
"Paczka przyszła w idealnym stanie, opakowanie na prezent.",pozytywna,opakowanie
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Za mało wypełnienia, przez co produkt obijał się w środku.",negatywna,opakowanie
"Świetna logistyka — dostałem zamówienie wcześniej niż planowano.",pozytywna,dostawa
"Bardzo korzystna cena, na pewno kupię ponownie. Wszystko zgodnie z opisem.",pozytywna,cena
"Jakość zgodna z ceną, bez zaskoczeń.",neutralna,jakość
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. Musiałem składać reklamację.",negatywna,opakowanie
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Pudełko przyszło rozdarte, wyglądało jakby było już otwierane.",negatywna,opakowanie
"Bardzo korzystna cena (producent), na pewno kupię ponownie. Wszystko zgodnie z opisem.",pozytywna,cena
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Cena świetna, szczególnie w promocji — warto.",pozytywna,cena
"Jakość zgodna z ceną, bez zaskoczeń. Zobaczymy jak będzie dalej.",neutralna,jakość
"Wykonanie słaba — elementy są źle spasowane. Szkoda pieniędzy.",negatywna,jakość
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej.",neutralna,dostawa
"Zaskoczyła mnie rewelacyjna jakość w tej cenie.",pozytywna,jakość
"Opakowanie było duże i bardzo dobrze zabezpieczone, nic nie uszkodzone.",pozytywna,opakowanie
"Dostawa była błyskawiczna, paczka dotarła w 3 dni.",pozytywna,dostawa
"Niestety kiepska materiały, spodziewałem się czegoś lepszego.",negatywna,jakość
"Opakowanie poprawne, nic szczególnego. Ogólnie jest w porządku.",neutralna,opakowanie
"Wykonanie krucha — elementy są źle spasowane.",negatywna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 4 dniach.",negatywna,dostawa
"Podnieśli cenę o 20% i już przestało się opłacać.",negatywna,cena
"Słabe pakowanie — aż się dziwię, że dotarło w całości. To nie powinno tak wyglądać.",negatywna,opakowanie
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. W sumie okej.",neutralna,dostawa
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"W porządku cenowo, ale bez rewelacji.",neutralna,cena
"Zapakowane standardowo, bez szału, ale wystarczająco.",neutralna,opakowanie
"Świetna logistyka — dostałem zamówienie wcześniej niż planowano. Obsługa klienta też na plus.",pozytywna,dostawa
"Pudełko lekko pogniecione, ale zawartość na szczęście cała.",neutralna,opakowanie
"Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Ogólnie jest w porządku.",neutralna,dostawa
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"Bardzo korzystna cena, na pewno kupię ponownie.",pozytywna,cena
"Jakość przeciętna, do codziennego użytku wystarczy.",neutralna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
"Dostawa opóźniona o 3 dni i nikt nie poinformował. Musiałem składać reklamację.",negatywna,dostawa
"Paczka przyszła w idealnym stanie, opakowanie na prezent.",pozytywna,opakowanie
"Zaskoczyła mnie zaskakująco dobra jakość w tej cenie. Obsługa klienta też na plus.",pozytywna,jakość
"Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje.",pozytywna,jakość
"W tej cenie jest akceptowalnie, ale są też tańsze opcje. Nie mam większych uwag.",neutralna,cena
"Zaskoczyła mnie świetna jakość w tej cenie.",pozytywna,jakość
"Status przesyłki stał w miejscu, a paczka dotarła dopiero po 7 dniach.",negatywna,dostawa
"Jakość zgodna z ceną, bez zaskoczeń. Zobaczymy jak będzie dalej.",neutralna,jakość
"Dostawa opóźniona o 4 dni i nikt nie poinformował.",negatywna,dostawa
"Niestety kiepska materiały, spodziewałem się czegoś lepszego.",negatywna,jakość
"Produkt przyszedł z wadą, wygląda na niedopracowana kontrolę jakości.",negatywna,jakość
"Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu.",negatywna,dostawa
