text;sentiment;problem_type
Produkt przyszedł z wadą, wygląda na wadliwa kontrolę jakości.;negatywna;jakość
Za 80€ to rewelacja, spodziewałem się gorszej jakości. Obsługa klienta też na plus.;pozytywna;cena
Dostawa opóźniona o 10 dni i nikt nie poinformował.;negatywna;dostawa
Jakość jest wadliwa, po krótkim czasie pojawiły się problemy.;negatywna;jakość
Jakość jest słaba, po krótkim czasie pojawiły się problemy.;negatywna;jakość
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 4 dniach.;negatywna;dostawa
Dostawa opóźniona o 3 dni i nikt nie poinformował. To nie powinno tak wyglądać.;negatywna;dostawa
Świetna logistyka (producent) — dostałem zamówienie wcześniej niż planowano. Na razie bez zastrzeżeń.;pozytywna;dostawa
Dostawa opóźniona o 3 dni i nikt nie poinformował.;negatywna;dostawa
Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Na razie bez zastrzeżeń.;pozytywna;jakość
Zabezpieczenia super, zero ryzyka w transporcie. Wszystko zgodnie z opisem.;pozytywna;opakowanie
Dostawa była błyskawiczna, paczka dotarła w 14 dni.;pozytywna;dostawa
Produkt przyszedł z wadą, wygląda na kiepska kontrolę jakości. To nie powinno tak wyglądać.;negatywna;jakość
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 3 dniach. To nie powinno tak wyglądać.;negatywna;dostawa
Wykonanie standardowe, bez większych minusów i plusów. Ogólnie jest w porządku.;neutralna;jakość
Zaskoczyła mnie rewelacyjna jakość w tej cenie. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Dostawa opóźniona o 1 dni i nikt nie poinformował. Szkoda pieniędzy.;negatywna;dostawa
Jakość jest solidna, produkt wygląda solidnie i działa jak trzeba.;pozytywna;jakość
Wykonanie rozczarowująca, elementy są źle spasowane. Kontakt ze sklepem utrudniony.;negatywna;jakość
Podnieśli cenę o 15% i już przestało się opłacać. Kontakt ze sklepem utrudniony.;negatywna;cena
Zapakowane standardowo, bez szału, ale wystarczająco. W sumie okej.;neutralna;opakowanie
Dostawa dotarła w 2 dni, czyli standardowo.;neutralna;dostawa
Przesyłka przyszła późno i jeszcze trafiła do niewłaściwego punktu. Szkoda pieniędzy.;negatywna;dostawa
Produkt przyszedł z wadą, wygląda na fatalna kontrolę jakości. Szkoda pieniędzy.;negatywna;jakość
Słabe pakowanie (producent) — aż się dziwię, że dotarło w całości.;negatywna;opakowanie
Niestety fatalna materiały, spodziewałem się czegoś lepszego.;negatywna;jakość
Zapakowane standardowo, bez szału, ale wystarczająco. Nie mam większych uwag.;neutralna;opakowanie
Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Zbyt drogo w porównaniu do konkurencji, nie warto. To nie powinno tak wyglądać.;negatywna;cena
Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. To nie powinno tak wyglądać.;negatywna;opakowanie
Jakość jest perfekcyjna, produkt wygląda solidnie i działa jak trzeba.;pozytywna;jakość
Dostawa opóźniona o 5 dni i nikt nie poinformował.;negatywna;dostawa
Cena standardowa, ani tanio ani drogo. W sumie okej.;neutralna;cena
Wykonanie fatalna — elementy są źle spasowane.;negatywna;jakość
Zaskoczyła mnie zaskakująco dobra jakość w tej cenie. Obsługa klienta też na plus.;pozytywna;jakość
Świetna logistyka — dostałem zamówienie wcześniej niż planowano. Wszystko zgodnie z opisem.;pozytywna;dostawa
Opakowanie było duże i bardzo dobrze zabezpieczone, nic nie uszkodzone. Obsługa klienta też na plus.;pozytywna;opakowanie
Świetna logistyka, dostałem zamówienie wcześniej niż planowano. Na razie bez zastrzeżeń.;pozytywna;dostawa
Świetna logistyka (producent) — dostałem zamówienie wcześniej niż planowano.;pozytywna;dostawa
Za tę kwotę oczekiwałem dużo więcej, jestem rozczarowany. Kontakt ze sklepem utrudniony.;negatywna;cena
Dostawa dotarła w 1 dni, czyli standardowo.;neutralna;dostawa
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 10 dniach.;negatywna;dostawa
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 7 dniach.;negatywna;dostawa
Dostawa opóźniona o 4 dni i nikt nie poinformował.;negatywna;dostawa
Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Na razie bez zastrzeżeń.;pozytywna;dostawa
Zaskoczyła mnie solidna jakość w tej cenie. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 1 dniach.;negatywna;dostawa
Wykonanie standardowe (marka), bez większych minusów i plusów.;neutralna;jakość
Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami. Wszystko zgodnie z opisem.;pozytywna;jakość
Cena świetna, szczególnie w promocji — warto. Wszystko zgodnie z opisem.;pozytywna;cena
Niestety rozczarowująca materiały, spodziewałem się czegoś lepszego. Szkoda pieniędzy.;negatywna;jakość
Podnieśli cenę o 15% i już przestało się opłacać.;negatywna;cena
Podnieśli cenę o 25% i już przestało się opłacać.;negatywna;cena
Podnieśli cenę o 30% i już przestało się opłacać.;negatywna;cena
Materiał i wykonanie na plus, nic nie trzeszczy ani nie odstaje. Wszystko zgodnie z opisem.;pozytywna;jakość
Zaskoczyła mnie perfekcyjna jakość w tej cenie. Wszystko zgodnie z opisem.;pozytywna;jakość
Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. Szkoda pieniędzy.;negatywna;dostawa
Bardzo dobre wykonanie (producent), zgodne z opisem i zdjęciami.;pozytywna;jakość
Jakość jest rewelacyjna, produkt wygląda solidnie i działa jak trzeba. Kupione na prezent i się sprawdziło.;pozytywna;jakość
Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości.;negatywna;opakowanie
Dostawa była błyskawiczna, paczka dotarła w 7 dni.;pozytywna;dostawa
Za mało wypełnienia, przez co produkt obijał się w środku. Szkoda pieniędzy.;negatywna;opakowanie
Cena OK, choć liczyłem na większą promocję. Zobaczymy jak będzie dalej.;neutralna;cena
Wykonanie standardowe (producent), bez większych minusów i plusów. Nie mam większych uwag.;neutralna;jakość
Bardzo dobre wykonanie, zgodne z opisem i zdjęciami. Obsługa klienta też na plus.;pozytywna;jakość
Wykonanie fatalna — elementy są źle spasowane. Szkoda pieniędzy.;negatywna;jakość
Wykonanie krucha — elementy są źle spasowane.;negatywna;jakość
Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości. Kontakt ze sklepem utrudniony.;negatywna;opakowanie
Jakość jest fatalna, po krótkim czasie pojawiły się problemy. Kontakt ze sklepem utrudniony.;negatywna;jakość
Podnieśli cenę o 5% i już przestało się opłacać. Kontakt ze sklepem utrudniony.;negatywna;cena
Produkt przyszedł z wadą, wygląda na fatalna kontrolę jakości.;negatywna;jakość
Dostawa dotarła w 10 dni, czyli standardowo. Ogólnie jest w porządku.;neutralna;dostawa
Podnieśli cenę o 30% i już przestało się opłacać. Musiałem składać reklamację.;negatywna;cena
Za 30€ to rewelacja, spodziewałem się gorszej jakości. Wszystko zgodnie z opisem.;pozytywna;cena
Kurier przyjechał zgodnie z zapowiedzią, zero stresu. Wszystko zgodnie z opisem.;pozytywna;dostawa
Świetna logistyka (marka) — dostałem zamówienie wcześniej niż planowano.;pozytywna;dostawa
Jakość przeciętna, do codziennego użytku wystarczy. W sumie okej.;neutralna;jakość
Dostawa dotarła w 10 dni, czyli standardowo.;neutralna;dostawa
Dostawa opóźniona o 14 dni i nikt nie poinformował. Szkoda pieniędzy.;negatywna;dostawa
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 3 dniach.;negatywna;dostawa
Dostawa dotarła w 10 dni, czyli standardowo. Nie mam większych uwag.;neutralna;dostawa
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 4 dniach. Szkoda pieniędzy.;negatywna;dostawa
Za 80€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Cena świetna, szczególnie w promocji — warto. Na razie bez zastrzeżeń.;pozytywna;cena
Za 20€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Produkt przyszedł z wadą, wygląda na słaba kontrolę jakości. Kontakt ze sklepem utrudniony.;negatywna;jakość
Wykonanie krucha — elementy są źle spasowane. Musiałem składać reklamację.;negatywna;jakość
Opakowanie poprawne, nic szczególnego. Ogólnie jest w porządku.;neutralna;opakowanie
Produkt standardowa, nic wyjątkowego, ale spełnia swoje zadanie. Nie mam większych uwag.;neutralna;jakość
Zapakowane standardowo, bez szału, ale wystarczająco. Ogólnie jest w porządku.;neutralna;opakowanie
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 14 dniach.;negatywna;dostawa
Cena za wysoka jak na to, co dostaję. Musiałem składać reklamację.;negatywna;cena
Jakość jest fatalna, po krótkim czasie pojawiły się problemy. To nie powinno tak wyglądać.;negatywna;jakość
Kurier nie pojawił się w oknie czasowym, musiałem czekać cały dzień. To nie powinno tak wyglądać.;negatywna;dostawa
Produkt przyszedł z wadą, wygląda na fatalna kontrolę jakości. To nie powinno tak wyglądać.;negatywna;jakość
Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone. Kupione na prezent i się sprawdziło.;pozytywna;opakowanie
Opakowanie poprawne, nic szczególnego. Zobaczymy jak będzie dalej.;neutralna;opakowanie
Jakość zgodna z ceną, bez zaskoczeń. Zobaczymy jak będzie dalej.;neutralna;jakość
Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. W sumie okej.;neutralna;opakowanie
Jakość jest perfekcyjna, produkt wygląda solidnie i działa jak trzeba. Obsługa klienta też na plus.;pozytywna;jakość
Paczka przyszła w idealnym stanie, opakowanie na prezent. Kupione na prezent i się sprawdziło.;pozytywna;opakowanie
Wykonanie krucha — elementy są źle spasowane. Szkoda pieniędzy.;negatywna;jakość
Niestety niedopracowana materiały, spodziewałem się czegoś lepszego. Kontakt ze sklepem utrudniony.;negatywna;jakość
Jakość standardowa, do codziennego użytku wystarczy.;neutralna;jakość
Zaskoczyła mnie perfekcyjna jakość w tej cenie. Obsługa klienta też na plus.;pozytywna;jakość
W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Kupione na prezent i się sprawdziło.;pozytywna;cena
Za 20€ to rewelacja, spodziewałem się gorszej jakości. Obsługa klienta też na plus.;pozytywna;cena
Podnieśli cenę o 5% i już przestało się opłacać.;negatywna;cena
Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. Ogólnie jest w porządku.;neutralna;opakowanie
Wykonanie fatalna — elementy są źle spasowane. Kontakt ze sklepem utrudniony.;negatywna;jakość
Paczka przyszła w idealnym stanie, opakowanie na prezent. Obsługa klienta też na plus.;pozytywna;opakowanie
Jakość jest słaba, po krótkim czasie pojawiły się problemy. Kontakt ze sklepem utrudniony.;negatywna;jakość
W porządku cenowo, ale bez rewelacji. W sumie okej.;neutralna;cena
Jakość jest rozczarowująca, po krótkim czasie pojawiły się problemy.;negatywna;jakość
Produkt OK, nic wyjątkowego, ale spełnia swoje zadanie.;neutralna;jakość
Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Ogólnie jest w porządku.;neutralna;dostawa
Jakość zgodna z ceną, bez zaskoczeń. Ogólnie jest w porządku.;neutralna;jakość
W porządku cenowo, ale bez rewelacji. Ogólnie jest w porządku.;neutralna;cena
Jakość standardowa, do codziennego użytku wystarczy. W sumie okej.;neutralna;jakość
Zaskoczyła mnie zaskakująco dobra jakość w tej cenie. Wszystko zgodnie z opisem.;pozytywna;jakość
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 14 dniach. Musiałem składać reklamację.;negatywna;dostawa
Niestety krucha materiały, spodziewałem się czegoś lepszego.;negatywna;jakość
Jakość jest perfekcyjna, produkt wygląda solidnie i działa jak trzeba. Na razie bez zastrzeżeń.;pozytywna;jakość
Za 15€ to rewelacja, spodziewałem się gorszej jakości. Kupione na prezent i się sprawdziło.;pozytywna;cena
Opakowanie było duże i bardzo dobrze zabezpieczone, nic nie uszkodzone. Wszystko zgodnie z opisem.;pozytywna;opakowanie
Opakowanie było duże i bardzo dobrze zabezpieczone, nic nie uszkodzone.;pozytywna;opakowanie
Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko. Na razie bez zastrzeżeń.;pozytywna;opakowanie
Słabe pakowanie — aż się dziwię, że dotarło w całości. Musiałem składać reklamację.;negatywna;opakowanie
Za 10€ to rewelacja, spodziewałem się gorszej jakości. Na razie bez zastrzeżeń.;pozytywna;cena
Zbyt drogo w porównaniu do konkurencji, nie warto. Kontakt ze sklepem utrudniony.;negatywna;cena
Zaskoczyła mnie rewelacyjna jakość w tej cenie. Obsługa klienta też na plus.;pozytywna;jakość
Niestety wadliwa materiały, spodziewałem się czegoś lepszego.;negatywna;jakość
W tej cenie jest akceptowalnie, ale są też tańsze opcje. Ogólnie jest w porządku.;neutralna;cena
Dostawa była błyskawiczna, paczka dotarła w 2 dni. Kupione na prezent i się sprawdziło.;pozytywna;dostawa
Podnieśli cenę o 20% i już przestało się opłacać.;negatywna;cena
Dostawa opóźniona o 1 dni i nikt nie poinformował.;negatywna;dostawa
Cena standardowa, ani tanio ani drogo. Ogólnie jest w porządku.;neutralna;cena
Za mało wypełnienia, przez co produkt obijał się w środku. Musiałem składać reklamację.;negatywna;opakowanie
Świetna logistyka — dostałem zamówienie wcześniej niż planowano. Na razie bez zastrzeżeń.;pozytywna;dostawa
Świetnie zapakowane (marka) — dodatkowe wypełnienie i porządne pudełko.;pozytywna;opakowanie
Jakość jest wadliwa, po krótkim czasie pojawiły się problemy. Kontakt ze sklepem utrudniony.;negatywna;jakość
Niestety słaba materiały, spodziewałem się czegoś lepszego. Kontakt ze sklepem utrudniony.;negatywna;jakość
Cena za wysoka jak na to, co dostaję. Kontakt ze sklepem utrudniony.;negatywna;cena
Produkt w porządku, nic wyjątkowego, ale spełnia swoje zadanie. Ogólnie jest w porządku.;neutralna;jakość
Jakość w porządku, do codziennego użytku wystarczy. Ogólnie jest w porządku.;neutralna;jakość
Dostawa opóźniona o 10 dni i nikt nie poinformował. Szkoda pieniędzy.;negatywna;dostawa
Wykonanie rozczarowująca — elementy są źle spasowane.;negatywna;jakość
Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. Kontakt ze sklepem utrudniony.;negatywna;opakowanie
W porządku cenowo, ale bez rewelacji. Zobaczymy jak będzie dalej.;neutralna;cena
Dostawa opóźniona o 14 dni i nikt nie poinformował.;negatywna;dostawa
Jakość jest rewelacyjna, produkt wygląda solidnie i działa jak trzeba. Na razie bez zastrzeżeń.;pozytywna;jakość
Jakość jest bardzo dobra, produkt wygląda solidnie i działa jak trzeba. Na razie bez zastrzeżeń.;pozytywna;jakość
W tej cenie jest akceptowalnie, ale są też tańsze opcje. Nie mam większych uwag.;neutralna;cena
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 14 dniach. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Podnieśli cenę o 10% i już przestało się opłacać.;negatywna;cena
Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami.;pozytywna;jakość
Zaskoczyła mnie perfekcyjna jakość w tej cenie.;pozytywna;jakość
Dostawa dotarła w 7 dni, czyli standardowo.;neutralna;dostawa
Świetna logistyka (producent) — dostałem zamówienie wcześniej niż planowano. Obsługa klienta też na plus.;pozytywna;dostawa
Wykonanie słaba — elementy są źle spasowane.;negatywna;jakość
Dostawa była błyskawiczna, paczka dotarła w 4 dni. Kupione na prezent i się sprawdziło.;pozytywna;dostawa
Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone.;pozytywna;opakowanie
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 3 dniach. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Dostawa dotarła w 14 dni, czyli standardowo.;neutralna;dostawa
Wykonanie fatalna — elementy są źle spasowane. Musiałem składać reklamację.;negatywna;jakość
Produkt przyszedł z wadą, wygląda na krucha kontrolę jakości. Kontakt ze sklepem utrudniony.;negatywna;jakość
Bardzo korzystna cena, na pewno kupię ponownie. Obsługa klienta też na plus.;pozytywna;cena
Jakość zgodna z ceną, bez zaskoczeń. W sumie okej.;neutralna;jakość
Dostawa opóźniona o 10 dni i nikt nie poinformował. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Cena świetna, szczególnie w promocji — warto. Obsługa klienta też na plus.;pozytywna;cena
Jakość bez szału, ale poprawna, do codziennego użytku wystarczy.;neutralna;jakość
Słabe pakowanie (marka) — aż się dziwię, że dotarło w całości. To nie powinno tak wyglądać.;negatywna;opakowanie
Cena świetna, szczególnie w promocji, warto. Na razie bez zastrzeżeń.;pozytywna;cena
Produkt standardowa, nic wyjątkowego, ale spełnia swoje zadanie. W sumie okej.;neutralna;jakość
Jakość zgodna z opisem, do codziennego użytku wystarczy. Ogólnie jest w porządku.;neutralna;jakość
Dostawa była błyskawiczna, paczka dotarła w 4 dni.;pozytywna;dostawa
Dostawa dotarła w 7 dni, czyli standardowo. Zobaczymy jak będzie dalej.;neutralna;dostawa
Świetnie zapakowane (marka) — dodatkowe wypełnienie i porządne pudełko. Obsługa klienta też na plus.;pozytywna;opakowanie
Niestety fatalna materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.;negatywna;jakość
Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Nie mam większych uwag.;neutralna;dostawa
Słabe pakowanie, aż się dziwię, że dotarło w całości.;negatywna;opakowanie
Podnieśli cenę o 20% i już przestało się opłacać. Szkoda pieniędzy.;negatywna;cena
Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone. Na razie bez zastrzeżeń.;pozytywna;opakowanie
Opakowanie poprawne, nic szczególnego. Nie mam większych uwag.;neutralna;opakowanie
Zaskoczyła mnie bardzo dobra jakość w tej cenie.;pozytywna;jakość
Dostawa opóźniona o 5 dni i nikt nie poinformował. To nie powinno tak wyglądać.;negatywna;dostawa
Dostawa dotarła w 5 dni, czyli standardowo. Zobaczymy jak będzie dalej.;neutralna;dostawa
Podnieśli cenę o 25% i już przestało się opłacać. Kontakt ze sklepem utrudniony.;negatywna;cena
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 2 dniach. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. Zobaczymy jak będzie dalej.;neutralna;dostawa
Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. Zobaczymy jak będzie dalej.;neutralna;dostawa
Pudełko lekko pogniecione, ale zawartość na szczęście cała. W sumie okej.;neutralna;opakowanie
Za 50€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Za 60€ to rewelacja, spodziewałem się gorszej jakości. Wszystko zgodnie z opisem.;pozytywna;cena
Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. Nie mam większych uwag.;neutralna;opakowanie
Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. Nie mam większych uwag.;neutralna;dostawa
Zaskoczyła mnie świetna jakość w tej cenie. Na razie bez zastrzeżeń.;pozytywna;jakość
Produkt przyszedł z wadą, wygląda na kiepska kontrolę jakości. Kontakt ze sklepem utrudniony.;negatywna;jakość
Produkt w porządku, nic wyjątkowego, ale spełnia swoje zadanie. W sumie okej.;neutralna;jakość
Wysyłka w porządku, bez niespodzianek. Nie mam większych uwag.;neutralna;dostawa
Niestety słaba materiały, spodziewałem się czegoś lepszego. Musiałem składać reklamację.;negatywna;jakość
Jakość jest świetna, produkt wygląda solidnie i działa jak trzeba.;pozytywna;jakość
Dostawa była błyskawiczna, paczka dotarła w 5 dni. Na razie bez zastrzeżeń.;pozytywna;dostawa
Cena OK, choć liczyłem na większą promocję. W sumie okej.;neutralna;cena
Jakość bez szału, ale poprawna, do codziennego użytku wystarczy. Zobaczymy jak będzie dalej.;neutralna;jakość
Dostawa dotarła w 3 dni, czyli standardowo. Nie mam większych uwag.;neutralna;dostawa
Za 10€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Produkt przyszedł z wadą, wygląda na rozczarowująca kontrolę jakości. To nie powinno tak wyglądać.;negatywna;jakość
Dostawa dotarła w 7 dni, czyli standardowo. W sumie okej.;neutralna;dostawa
Świetnie zapakowane (marka), dodatkowe wypełnienie i porządne pudełko.;pozytywna;opakowanie
Pudełko przyszło rozdarte, wyglądało jakby było już otwierane. To nie powinno tak wyglądać.;negatywna;opakowanie
Świetna logistyka, dostałem zamówienie wcześniej niż planowano.;pozytywna;dostawa
Bardzo korzystna cena, na pewno kupię ponownie. Wszystko zgodnie z opisem.;pozytywna;cena
Jakość jest niedopracowana, po krótkim czasie pojawiły się problemy. Kontakt ze sklepem utrudniony.;negatywna;jakość
Produkt przyszedł z wadą, wygląda na fatalna kontrolę jakości. Kontakt ze sklepem utrudniony.;negatywna;jakość
Jakość jest wadliwa, po krótkim czasie pojawiły się problemy. Musiałem składać reklamację.;negatywna;jakość
Świetna logistyka — dostałem zamówienie wcześniej niż planowano. Obsługa klienta też na plus.;pozytywna;dostawa
Świetnie zapakowane — dodatkowe wypełnienie i porządne pudełko. Kupione na prezent i się sprawdziło.;pozytywna;opakowanie
Paczka przyszła w idealnym stanie, opakowanie na prezent. Na razie bez zastrzeżeń.;pozytywna;opakowanie
Świetna logistyka (producent), dostałem zamówienie wcześniej niż planowano.;pozytywna;dostawa
Dostawa dotarła w 7 dni, czyli standardowo. Ogólnie jest w porządku.;neutralna;dostawa
Za 15€ to rewelacja, spodziewałem się gorszej jakości. Na razie bez zastrzeżeń.;pozytywna;cena
Dostawa była błyskawiczna, paczka dotarła w 10 dni.;pozytywna;dostawa
W tej cenie to bardzo dobry zakup, stosunek jakości do ceny super. Wszystko zgodnie z opisem.;pozytywna;cena
Jakość jest rozczarowująca, po krótkim czasie pojawiły się problemy. Musiałem składać reklamację.;negatywna;jakość
Status przesyłki stał w miejscu, a paczka dotarła dopiero po 7 dniach. Musiałem składać reklamację.;negatywna;dostawa
Dostawa OK, ale śledzenie przesyłki mogłoby działać lepiej. W sumie okej.;neutralna;dostawa
Opakowanie było małe i bardzo dobrze zabezpieczone, nic nie uszkodzone. Kupione na prezent i się sprawdziło.;pozytywna;opakowanie
Produkt OK, nic wyjątkowego, ale spełnia swoje zadanie. Zobaczymy jak będzie dalej.;neutralna;jakość
Zapakowane standardowo, bez szału, ale wystarczająco. Zobaczymy jak będzie dalej.;neutralna;opakowanie
Wysyłka szybka i bezproblemowa, wszystko przyszło na czas. Na razie bez zastrzeżeń.;pozytywna;dostawa
Opakowanie było OK, choć mogłoby być lepiej zabezpieczone. Zobaczymy jak będzie dalej.;neutralna;opakowanie
Za 100€ to rewelacja, spodziewałem się gorszej jakości. Wszystko zgodnie z opisem.;pozytywna;cena
Cena OK, choć liczyłem na większą promocję. Ogólnie jest w porządku.;neutralna;cena
Wykonanie standardowe (producent), bez większych minusów i plusów. W sumie okej.;neutralna;jakość
Wysyłka w porządku, bez niespodzianek. Ogólnie jest w porządku.;neutralna;dostawa
Niestety słaba materiały, spodziewałem się czegoś lepszego. Szkoda pieniędzy.;negatywna;jakość
Dostawa była błyskawiczna, paczka dotarła w 1 dni. Kupione na prezent i się sprawdziło.;pozytywna;dostawa
Podnieśli cenę o 30% i już przestało się opłacać. To nie powinno tak wyglądać.;negatywna;cena
Bardzo dobre wykonanie (marka), zgodne z opisem i zdjęciami. Na razie bez zastrzeżeń.;pozytywna;jakość
Za 40€ to rewelacja, spodziewałem się gorszej jakości. Kupione na prezent i się sprawdziło.;pozytywna;cena
Bardzo korzystna cena (marka), na pewno kupię ponownie. Kupione na prezent i się sprawdziło.;pozytywna;cena
Paczka przyszła na czas, choć kurier nie zadzwonił przed przyjazdem. Ogólnie jest w porządku.;neutralna;dostawa
Za 30€ to rewelacja, spodziewałem się gorszej jakości. Na razie bez zastrzeżeń.;pozytywna;cena
Dostawa dotarła w 1 dni, czyli standardowo. Zobaczymy jak będzie dalej.;neutralna;dostawa
Dostawa była błyskawiczna, paczka dotarła w 14 dni. Wszystko zgodnie z opisem.;pozytywna;dostawa
Jakość jest świetna, produkt wygląda solidnie i działa jak trzeba. Na razie bez zastrzeżeń.;pozytywna;jakość
Za 40€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Niestety fatalna materiały, spodziewałem się czegoś lepszego. To nie powinno tak wyglądać.;negatywna;jakość
Za 100€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Produkt OK, nic wyjątkowego, ale spełnia swoje zadanie. W sumie okej.;neutralna;jakość
Dostawa opóźniona o 1 dni i nikt nie poinformował. Musiałem składać reklamację.;negatywna;dostawa
Dostawa dotarła w 14 dni, czyli standardowo. Nie mam większych uwag.;neutralna;dostawa
Za 50€ to rewelacja, spodziewałem się gorszej jakości. Kupione na prezent i się sprawdziło.;pozytywna;cena
Dostawa dotarła w 4 dni, czyli standardowo.;neutralna;dostawa
Produkt w porządku, nic wyjątkowego, ale spełnia swoje zadanie. Zobaczymy jak będzie dalej.;neutralna;jakość
Jakość jest solidna, produkt wygląda solidnie i działa jak trzeba. Wszystko zgodnie z opisem.;pozytywna;jakość
Opakowanie było wgniecione, a zabezpieczenia praktycznie żadne. Musiałem składać reklamację.;negatywna;opakowanie
Dostawa była błyskawiczna, paczka dotarła w 4 dni. Na razie bez zastrzeżeń.;pozytywna;dostawa
Za 60€ to rewelacja, spodziewałem się gorszej jakości.;pozytywna;cena
Wysyłka szybka i bezproblemowa, wszystko przyszło na czas. Kupione na prezent i się sprawdziło.;pozytywna;dostawa
Za 10€ to rewelacja, spodziewałem się gorszej jakości. Wszystko zgodnie z opisem.;pozytywna;cena
Bardzo dobre wykonanie (producent), zgodne z opisem i zdjęciami. Na razie bez zastrzeżeń.;pozytywna;jakość
Wykonanie standardowe (marka), bez większych minusów i plusów. Ogólnie jest w porządku.;neutralna;jakość
Dostawa była błyskawiczna, paczka dotarła w 14 dni. Na razie bez zastrzeżeń.;pozytywna;dostawa
Produkt zgodna z opisem, nic wyjątkowego, ale spełnia swoje zadanie.;neutralna;jakość
Wykonanie standardowe, bez większych minusów i plusów. W sumie okej.;neutralna;jakość
Wykonanie fatalna, elementy są źle spasowane.;negatywna;jakość
Wykonanie krucha — elementy są źle spasowane. Kontakt ze sklepem utrudniony.;negatywna;jakość
Dostawa była błyskawiczna, paczka dotarła w 3 dni. Kupione na prezent i się sprawdziło.;pozytywna;dostawa
Niestety kiepska materiały, spodziewałem się czegoś lepszego. Kontakt ze sklepem utrudniony.;negatywna;jakość
Podnieśli cenę o 15% i już przestało się opłacać. To nie powinno tak wyglądać.;negatywna;cena
Jakość OK, do codziennego użytku wystarczy. Nie mam większych uwag.;neutralna;jakość
Dostawa dotarła w 4 dni, czyli standardowo. W sumie okej.;neutralna;dostawa
Dostawa dotarła w 10 dni, czyli standardowo. Zobaczymy jak będzie dalej.;neutralna;dostawa
Jakość przeciętna, do codziennego użytku wystarczy. Nie mam większych uwag.;neutralna;jakość
Wykonanie standardowe (producent), bez większych minusów i plusów.;neutralna;jakość
Dostawa opóźniona o 5 dni i nikt nie poinformował. Kontakt ze sklepem utrudniony.;negatywna;dostawa
Świetnie zapakowane (producent), dodatkowe wypełnienie i porządne pudełko.;pozytywna;opakowanie
Dostawa była błyskawiczna, paczka dotarła w 7 dni. Wszystko zgodnie z opisem.;pozytywna;dostawa
Opakowanie było średnie i bardzo dobrze zabezpieczone, nic nie uszkodzone. Wszystko zgodnie z opisem.;pozytywna;opakowanie
Wykonanie wadliwa, elementy są źle spasowane.;negatywna;jakość
Produkt przeciętna, nic wyjątkowego, ale spełnia swoje zadanie. Nie mam większych uwag.;neutralna;jakość
W tej cenie jest akceptowalnie, ale są też tańsze opcje. W sumie okej.;neutralna;cena
